primary_key,hotel_id,hotel_name,tripadvisor_id,review_text,rating,published_date
46,10,Pudong Shangri-La,307540.0,"After comprehensive consideration, I still chose this hotel. The hotel has been around for some years, but the five-star standard is beyond doubt. Although the facilities are slightly old, they are still relatively complete, clean and hygienic. The service is very good, the lobby, restaurant, and cleaning attitude are all very good. Several restaurants in the hotel are great, recommended, and reasonably priced. The deposit will be refunded quickly. Member booking points can also be redeemed for breakfast. Enjoy your stay",5,2024-11-04T01:07:54Z
47,10,Pudong Shangri-La,307540.0,"Excellent hotel.  The staff are always attentive to every needs, very proactive (if you stand at the lobby and ""look lost"", they approach you immediately and offer assistance).  Food was great, Yi cafe's breakfast spread was extensive.  Thank you for making my stay so wonderful",5,2024-10-21T00:51:39Z
48,10,Pudong Shangri-La,307540.0,Top of the class. State-of-the-art facilities. Diligent service in high quality in every aspect. Excellent experience overall.,5,2024-10-13T18:44:12Z
49,10,Pudong Shangri-La,307540.0,"For a premiere hotel the room was basic and dated. The Horizon Club staff were excellent but the food offer was very disappointing for tea, evening drinks and breakfast. We had lunch in the main buffet restaurant one day but the welcome was very poor and service unloving - shame since the food offer was very good. The river views are awesome but this would not persuade me to stay here again.",3,2024-10-12T14:28:46Z
50,10,Pudong Shangri-La,307540.0,"Stayed here again on business trip. Even though hotel driveway was locked down due to important guest, every staff in the hotel was attentive and working diligently to assist. They helped us with our luggages and delivered it to our room swiftly. Despite to all of this, our room got upgraded with an amazing view of Shanghai. We will surely return and choose Pudong Shangri la as our no. 1 hotel in Shanghai.",5,2024-09-12T04:52:19Z
51,11,Shangri-La Surabaya,302124.0,"Honestly said that this hotel its perfect from everywhere in surabaya about service and convenience. All the staff are always greet wherever you passing by hotel around, the lobby are huge and the service are splendid and remarkable, thank you Agustina, male senior staff lobby reception on the day i check in.... magificent ! definitely will comeback in the near future",5,2024-10-22T18:26:29Z
52,11,Shangri-La Surabaya,302124.0,"The room was comfortable, and amenities was well set about in the room. It provides a warm and relaxed environment to rest in. The breakfast spread was well proportioned and covers the international spectrum. Recommended for anyone who wants to have a cozy environment to rest in.",5,2024-09-24T04:01:01Z
53,11,Shangri-La Surabaya,302124.0,"Kudos to Surabaya Shangri la hotel LeveL 12, club Lounge.Mrs Sania,Agita,Siti Aishah and Mr Agnes,Efan and Warren for their excellent service to me & my wife. I hope Shangri la hotel GM give them the reward for their extraordinary service from  sincerely jaffar & Alijah Rm no #611",5,2024-09-16T22:27:21Z
54,11,Shangri-La Surabaya,302124.0,"The Shangri La is a jewel of a hotel in Surabaya. There aren't too many choices for travelers in Surabaya looking for a 4-5 star hotel, and the Shangri La is one of those few. The quality of the rooms, the staff and the available amenities are superior to other hotels nearby. Given the superior quality of this hotel compared to others nearby, you would think that the cost would be unreasonable, but it is the exact opposite and the value of what you get is hard to find elsewhere.",5,2024-09-05T10:08:13Z
55,11,Shangri-La Surabaya,302124.0,"I recently visited the hotel, having last been there over 18 month ago, and was impressed by all aspects of the visit. It was quite good before but this time it was faultless, with particular improvements in the food quality and choice in the excellent buffet.
The staff are fantastic being well trained, pleasantly polite and very efficient. The rooms are nice, very clean and well prepared. The dining choices are  good ( Chinese, Japanese, Italian and buffet), and the food excellent, as is the value. There is also a very nice pool area and a music bar with a live band for the young at heart.
Perfect service, great facilities, genuine hospitality and good value - I highly recommend this hotel. and  would go nowhere else in Surabaya",5,2024-09-02T23:40:34Z
56,12,W Mexico City,275799.0,"When we booked the hotel it was important for us that the hotel has a swimming pool. 
However, it turned out that kids are not allowed to attend the swimming pool. 
It is very unfair that there was no any statement about this age restriction prior to booking. I had to find a swimming pool in the neighbor hotels and had pay to visit to visit a swimming pool in the next door Marriot.",3,2024-10-11T08:53:01Z
